"rank_order","rank","name","scores_overall","scores_overall_rank","scores_teaching","scores_teaching_rank","scores_research","scores_research_rank","scores_citations","scores_citations_rank","scores_industry_income","scores_industry_income_rank","scores_international_outlook","scores_international_outlook_rank","record_type","member_level","url","nid","location","stats_number_students","stats_student_staff_ratio","stats_pc_intl_students","stats_female_male_ratio","aliases","subjects_offered","closed","unaccredited","disabled","apply_link","cta_button.link","cta_button.text","location_standardized"
3350,326,"University of Dundee",52.35,3350,26.2,1002,32.2,442,84.6,221,79.9,321,92.2,99,"master_account",0,"/world-university-rankings/university-dundee",640,"United Kingdom",15145,19.5,"31%","64 : 36","University of Dundee","Geography,Law,Communication & Media Studies,Economics & Econometrics,Architecture,Mathematics & Statistics,Computer Science,Art, Performing Arts & Design,Physics & Astronomy,History, Philosophy & Theology,Electrical & Electronic Engineering,Other Health,Business & Management,Civil Engineering,Education,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Psychology,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Biological Sciences,Accounting & Finance",FALSE,FALSE,FALSE,NA,NA,NA,"united kingdom"
3360,326,"University of Electronic Science and Technology of China",52.35,3360,35.6,467,37.2,309,80.7,313,98.3,98,33.7,1503,"master_account",0,"/world-university-rankings/university-electronic-science-and-technology-china",131759,"China",38924,16.4,"2%","27 : 73","University of Electronic Science and Technology of China","Economics & Econometrics,Chemical Engineering,Chemistry,Psychology,Languages, Literature & Linguistics,Accounting & Finance,Sociology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Mathematics & Statistics,General Engineering,Biological Sciences,Physics & Astronomy,Computer Science,Electrical & Electronic Engineering,Business & Management,Other Health",FALSE,FALSE,FALSE,NA,NA,NA,"china"
3370,326,"University of Hohenheim",52.35,3370,35.6,468,36.6,325,79.9,331,73.9,406,61.7,583,"master_account",0,"/world-university-rankings/universitat-hohenheim",131525,"Germany",8652,38.9,"14%","57 : 43","University of Hohenheim","Economics & Econometrics,Accounting & Finance,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Other Health,Communication & Media Studies,Business & Management,Agriculture & Forestry",FALSE,FALSE,FALSE,NA,"https://www.timeshighereducation.com/student/free-documents-verification-service?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-46593931","Verify Documents","germany"
3380,326,"University of Innsbruck",52.35,3380,33.2,573,35.9,344,68.6,624,83,281,94.1,66,"master_account",0,"/world-university-rankings/university-innsbruck",677,"Austria",14546,22.6,"50%","55 : 45","University of Innsbruck","Accounting & Finance,Civil Engineering,Law,Electrical & Electronic Engineering,Other Health,Business & Management,Chemistry,History, Philosophy & Theology,Psychology,Physics & Astronomy,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Education,Politics & International Studies (incl Development Studies),Architecture,Biological Sciences,Economics & Econometrics,Sociology,Languages, Literature & Linguistics,Sport Science,Mathematics & Statistics,Communication & Media Studies,General Engineering,Computer Science,Geography",FALSE,FALSE,FALSE,NA,NA,NA,"austria"
3390,326,"University of Kiel",52.35,3390,31.9,636,33.9,401,82.4,277,63.5,634,62.8,564,"master_account",0,"/world-university-rankings/university-kiel",724,"Germany",29036,23.6,"9%","54 : 46","University of Kiel","Art, Performing Arts & Design,Civil Engineering,Sociology,Other Health,Biological Sciences,Education,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,Physics & Astronomy,Psychology,Archaeology,Sport Science,Law,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering,Geography,General Engineering,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics",FALSE,FALSE,FALSE,NA,"https://www.timeshighereducation.com/student/free-documents-verification-service?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-24989273","Verify Documents","germany"
3400,326,"University of Milan",52.35,3400,35.4,474,32.8,421,86.9,181,70.8,475,46.7,1001,"master_account",0,"/world-university-rankings/university-milan",704,"Italy",51208,20.9,"7%","60 : 40","University of Milan","Medicine & Dentistry,Psychology,Agriculture & Forestry,Physics & Astronomy,Art, Performing Arts & Design,Geography,Computer Science,Archaeology,Chemical Engineering,Politics & International Studies (incl Development Studies),Veterinary Science,Biological Sciences,Sociology,Accounting & Finance,History, Philosophy & Theology,Other Health,Mathematics & Statistics,Chemistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Law,Sport Science,Languages, Literature & Linguistics",FALSE,FALSE,FALSE,NA,NA,NA,"italy"
3410,326,"University of Pavia",52.35,3410,38.3,363,34.4,385,80.3,321,81.8,294,51.5,816,"master_account",0,"/world-university-rankings/university-pavia",892,"Italy",16889,30.1,"11%","60 : 40","University of Pavia","Medicine & Dentistry,Computer Science,Politics & International Studies (incl Development Studies),Chemistry,Archaeology,Economics & Econometrics,Communication & Media Studies,Sport Science,Mathematics & Statistics,Psychology,Languages, Literature & Linguistics,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,Biological Sciences,General Engineering,History, Philosophy & Theology,Other Health,Law,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Business & Management,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Agriculture & Forestry",FALSE,FALSE,FALSE,NA,NA,NA,"italy"
3420,326,"University of Rome II – Tor Vergata",52.35,3420,40,318,36.4,329,72.1,532,85.5,245,67.8,468,"master_account",0,"/world-university-rankings/university-roma-tor-vergata",131526,"Italy",17756,24.1,"21%","60 : 40","University of Rome II – Tor Vergata","Archaeology,Agriculture & Forestry,Physics & Astronomy,Sport Science,Mechanical & Aerospace Engineering,Chemistry,Other Health,Law,Psychology,Biological Sciences,History, Philosophy & Theology,Civil Engineering,Accounting & Finance,Architecture,Chemical Engineering,Business & Management,Languages, Literature & Linguistics,Mathematics & Statistics,General Engineering,Education,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Economics & Econometrics,Medicine & Dentistry,Art, Performing Arts & Design",FALSE,FALSE,FALSE,NA,NA,NA,"italy"
3430,326,"University of Sharjah",52.35,3430,22,1331,27.1,570,94.6,53,44.1,1001,98.6,4,"master_account",11,"/world-university-rankings/university-sharjah",131672,"United Arab Emirates",12484,17.9,"49%","67 : 33","University of Sharjah","Politics & International Studies (incl Development Studies),Physics & Astronomy,Architecture,Art, Performing Arts & Design,Archaeology,Biological Sciences,Electrical & Electronic Engineering,General Engineering,Communication & Media Studies,Mathematics & Statistics,Accounting & Finance,History, Philosophy & Theology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Computer Science,Chemistry,Mechanical & Aerospace Engineering,Law,Other Health,Civil Engineering,Business & Management,Agriculture & Forestry,Sociology,Medicine & Dentistry",FALSE,FALSE,FALSE,NA,NA,NA,"united arab emirates"
3440,326,"University of South Australia",52.35,3440,22.4,1294,36,342,80.6,316,96.2,122,84,217,"master_account",11,"/world-university-rankings/university-south-australia",855,"Australia",21490,27.6,"18%","60 : 40","University of South Australia","History, Philosophy & Theology,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Sociology,Computer Science,Business & Management,Languages, Literature & Linguistics,Sport Science,General Engineering,Civil Engineering,Law,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Art, Performing Arts & Design,Architecture,Mechanical & Aerospace Engineering,Education,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Other Health,Psychology",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-71919185",NA,NA,"australia"
3450,326,"University of Tartu",52.35,3450,35,494,32.4,432,85.4,209,64.3,616,61.4,593,"master_account",6,"/world-university-rankings/university-tartu",859,"Estonia",9449,8.6,"13%","67 : 33","University of Tartu","Archaeology,Geography,Languages, Literature & Linguistics,Agriculture & Forestry,Communication & Media Studies,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Sport Science,Education,Medicine & Dentistry,Mathematics & Statistics,Psychology,Computer Science,Chemistry,Accounting & Finance,Biological Sciences,Sociology,Veterinary Science,Law,Other Health,Physics & Astronomy,Business & Management,Art, Performing Arts & Design,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics",FALSE,FALSE,FALSE,NA,NA,NA,"estonia"
3460,326,"University of the Witwatersrand",52.35,3460,32.8,595,42.8,219,71,556,89.3,196,75.4,348,"master_account",0,"/world-university-rankings/university-witwatersrand",739,"South Africa",27858,24.9,"6%","59 : 41","University of the Witwatersrand Wits","Education,Physics & Astronomy,Other Health,Psychology,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Medicine & Dentistry,Sociology,Computer Science,Economics & Econometrics,Chemistry,Mathematics & Statistics,Sport Science,Biological Sciences,Archaeology,Law,Accounting & Finance,Architecture,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Geography,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies)",FALSE,FALSE,FALSE,NA,NA,NA,"south africa"
3470,326,"University of Trento",52.35,3470,33.7,555,35.1,363,78.9,364,70.7,479,61.7,586,"master_account",0,"/world-university-rankings/university-trento",763,"Italy",14213,17.6,"9%","52 : 48","University of Trento","Archaeology,Sport Science,Mathematics & Statistics,Business & Management,Physics & Astronomy,Chemical Engineering,Law,Economics & Econometrics,Accounting & Finance,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Architecture,Computer Science,Sociology,History, Philosophy & Theology,Civil Engineering,Biological Sciences,Psychology,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Medicine & Dentistry,Art, Performing Arts & Design",FALSE,FALSE,FALSE,NA,NA,NA,"italy"
3480,326,"University of Turku",52.35,3480,31.7,655,35.6,351,82.6,273,65.6,589,53,777,"master_account",6,"/world-university-rankings/university-turku",861,"Finland",13835,15.8,"6%","64 : 36","University of Turku","Civil Engineering,Business & Management,Geography,Other Health,Mathematics & Statistics,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,History, Philosophy & Theology,Communication & Media Studies,Sociology,Mechanical & Aerospace Engineering,Computer Science,Languages, Literature & Linguistics,Law,Biological Sciences,Archaeology,Economics & Econometrics,Psychology,Physics & Astronomy,Chemical Engineering,Chemistry,Education,Politics & International Studies (incl Development Studies)",FALSE,FALSE,FALSE,NA,NA,NA,"finland"
3490,326,"University of Victoria",52.35,3490,29.6,772,37.1,312,81.7,290,65.8,584,86.5,187,"master_account",0,"/world-university-rankings/university-victoria",641,"Canada",17573,24.9,"19%","57 : 43","University of Victoria","Communication & Media Studies,Mechanical & Aerospace Engineering,General Engineering,Sport Science,History, Philosophy & Theology,Languages, Literature & Linguistics,Business & Management,Archaeology,Chemistry,Accounting & Finance,Mathematics & Statistics,Law,Other Health,Computer Science,Politics & International Studies (incl Development Studies),Geography,Sociology,Education,Physics & Astronomy,Economics & Econometrics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Art, Performing Arts & Design,Biological Sciences,Psychology",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-84469642",NA,NA,"canada"
3500,326,"Western Sydney University",52.35,3500,24.8,1097,31.5,460,88.3,157,56,767,87.9,167,"master_account",0,"/world-university-rankings/western-sydney-university",1014,"Australia",33215,34.8,"22%","59 : 41","Western Sydney University University of Western Sydney WSU UWS","Geology, Environmental, Earth & Marine Sciences,Other Health,Electrical & Electronic Engineering,Civil Engineering,Politics & International Studies (incl Development Studies),Veterinary Science,Biological Sciences,Geography,Archaeology,Chemical Engineering,Psychology,Languages, Literature & Linguistics,Mathematics & Statistics,Architecture,Business & Management,Chemistry,Computer Science,Economics & Econometrics,Sociology,Communication & Media Studies,Mechanical & Aerospace Engineering,Accounting & Finance,History, Philosophy & Theology,Agriculture & Forestry,Law,General Engineering,Medicine & Dentistry,Education,Physics & Astronomy,Art, Performing Arts & Design,Sport Science",FALSE,FALSE,FALSE,NA,NA,NA,"australia"
